date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win
2014-09-04,Italy,Netherlands,2,0,Friendly,Bari,Italy,False,True
2014-09-04,Slovakia,Malta,1,0,Friendly,Žilina,Slovakia,False,True
2014-09-04,Sweden,Estonia,2,0,Friendly,Solna,Sweden,False,True
2014-09-04,Uzbekistan,Jordan,2,0,Friendly,Tashkent,Uzbekistan,False,True
2014-09-05,Japan,Uruguay,0,2,Kirin Challenge Cup,Sapporo,Japan,False,False
2014-09-05,Kazakhstan,Kyrgyzstan,7,1,Friendly,Astana,Kazakhstan,False,True
2014-09-05,South Korea,Venezuela,3,1,Friendly,Bucheon,South Korea,False,True
2014-09-05,Puerto Rico,French Guiana,1,2,CFU Caribbean Cup qualification,Bayamón,Puerto Rico,False,False
2014-09-05,Senegal,Egypt,2,0,African Cup of Nations qualification,Dakar,Senegal,False,True
2014-09-05,Saint Kitts and Nevis,Dominica,5,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,True
2014-09-05,Sudan,South Africa,0,3,African Cup of Nations qualification,Omdurman,Sudan,False,False
2014-09-06,Burkina Faso,Lesotho,2,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,True
2014-09-06,DR Congo,Cameroon,0,2,African Cup of Nations qualification,Lubumbashi,DR Congo,False,False
2014-09-06,Ethiopia,Algeria,1,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,False
2014-09-06,Gabon,Angola,1,0,African Cup of Nations qualification,Libreville,Gabon,False,True
2014-09-06,Ghana,Uganda,1,1,African Cup of Nations qualification,Kumasi,Ghana,False,False
2014-09-06,Ivory Coast,Sierra Leone,2,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False,True
2014-09-06,Niger,Cape Verde,1,3,African Cup of Nations qualification,Niamey,Niger,False,False
2014-09-06,Nigeria,Congo,2,3,African Cup of Nations qualification,Calabar,Nigeria,False,False
2014-09-06,Philippines,Myanmar,2,3,Friendly,Manila,Philippines,False,False
2014-09-06,Singapore,Papua New Guinea,2,1,Friendly,Hougang,Singapore,False,True
2014-09-06,Tunisia,Botswana,2,1,African Cup of Nations qualification,Monastir,Tunisia,False,True
2014-09-06,Vietnam,Hong Kong,3,1,Friendly,Haiphong,Vietnam,False,True
2014-09-06,Zambia,Mozambique,0,0,African Cup of Nations qualification,Ndola,Zambia,False,False
2014-09-07,Burundi,Tanzania,2,0,Friendly,Bujumbura,Burundi,False,True
2014-09-07,Denmark,Armenia,2,1,UEFA Euro qualification,Copenhagen,Denmark,False,True
2014-09-07,Faroe Islands,Finland,1,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False,False
2014-09-07,Georgia,Republic of Ireland,1,2,UEFA Euro qualification,Tbilisi,Georgia,False,False
2014-09-07,Germany,Scotland,2,1,UEFA Euro qualification,Dortmund,Germany,False,True
2014-09-07,Greece,Romania,0,1,UEFA Euro qualification,Piraeus,Greece,False,False
2014-09-07,Hungary,Northern Ireland,1,2,UEFA Euro qualification,Budapest,Hungary,False,False
2014-09-07,Kosovo,Oman,1,0,Friendly,Pristina,Kosovo,False,True
2014-09-07,Mali,Malawi,2,0,African Cup of Nations qualification,Bamako,Mali,False,True
2014-09-07,Morocco,Libya,3,0,Friendly,Marrakech,Morocco,False,True
2014-09-07,Portugal,Albania,0,1,UEFA Euro qualification,Aveiro,Portugal,False,False
2014-09-07,Puerto Rico,Grenada,2,2,CFU Caribbean Cup qualification,Bayamón,Puerto Rico,False,False
2014-09-07,Serbia,France,1,1,Friendly,Belgrade,Serbia,False,False
2014-09-08,Austria,Sweden,1,1,UEFA Euro qualification,Vienna,Austria,False,False
2014-09-08,Estonia,Slovenia,1,0,UEFA Euro qualification,Tallinn,Estonia,False,True
2014-09-08,South Korea,Uruguay,0,1,Friendly,Goyang,South Korea,False,False
2014-09-08,Luxembourg,Belarus,1,1,UEFA Euro qualification,Luxembourg,Luxembourg,False,False
2014-09-08,Montenegro,Moldova,2,0,UEFA Euro qualification,Podgorica,Montenegro,False,True
2014-09-08,Russia,Liechtenstein,4,0,UEFA Euro qualification,Khimki,Russia,False,True
2014-09-08,San Marino,Lithuania,0,2,UEFA Euro qualification,Serravalle,San Marino,False,False
2014-09-08,Spain,North Macedonia,5,1,UEFA Euro qualification,Valencia,Spain,False,True
2014-09-08,Switzerland,England,0,2,UEFA Euro qualification,Basel,Switzerland,False,False
2014-09-08,Ukraine,Slovakia,0,1,UEFA Euro qualification,Kyiv,Ukraine,False,False
2014-09-08,Uzbekistan,New Zealand,3,1,Friendly,Tashkent,Uzbekistan,False,True
2014-09-09,Andorra,Wales,1,2,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,False
2014-09-09,Azerbaijan,Bulgaria,1,2,UEFA Euro qualification,Baku,Azerbaijan,False,False
2014-09-09,Bosnia and Herzegovina,Cyprus,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,False
2014-09-09,China PR,Jordan,1,1,Friendly,Harbin,China PR,False,False
2014-09-09,Croatia,Malta,2,0,UEFA Euro qualification,Zagreb,Croatia,False,True
2014-09-09,Czech Republic,Netherlands,2,1,UEFA Euro qualification,Prague,Czech Republic,False,True
2014-09-09,Iceland,Turkey,3,0,UEFA Euro qualification,Reykjavík,Iceland,False,True
2014-09-09,Indonesia,Yemen,0,0,Friendly,Yogyakarta,Indonesia,False,False
2014-09-09,Japan,Venezuela,2,2,Friendly,Yokohama,Japan,False,False
2014-09-09,Kazakhstan,Latvia,0,0,UEFA Euro qualification,Astana,Kazakhstan,False,False
2014-09-09,Kuwait,Bahrain,0,1,Friendly,Al Farwaniyah,Kuwait,False,False
2014-09-09,Norway,Italy,0,2,UEFA Euro qualification,Oslo,Norway,False,False
2014-09-09,Qatar,Peru,0,2,Friendly,Doha,Qatar,False,False
2014-09-09,Singapore,Hong Kong,0,0,Friendly,Hougang,Singapore,False,False
2014-09-10,Algeria,Mali,1,0,African Cup of Nations qualification,Blida,Algeria,False,True
2014-09-10,Angola,Burkina Faso,0,3,African Cup of Nations qualification,Luanda,Angola,False,False
2014-09-10,Botswana,Senegal,0,2,African Cup of Nations qualification,Gaborone,Botswana,False,False
2014-09-10,Cameroon,Ivory Coast,4,1,African Cup of Nations qualification,Yaoundé,Cameroon,False,True
2014-09-10,Cape Verde,Zambia,2,1,African Cup of Nations qualification,Praia,Cape Verde,False,True
2014-09-10,Congo,Sudan,2,0,African Cup of Nations qualification,Pointe-Noire,Congo,False,True
2014-09-10,DR Congo,Sierra Leone,2,0,African Cup of Nations qualification,Lubumbashi,DR Congo,False,True
2014-09-10,Egypt,Tunisia,0,1,African Cup of Nations qualification,Cairo,Egypt,False,False
2014-09-10,Lesotho,Gabon,1,1,African Cup of Nations qualification,Maseru,Lesotho,False,False
2014-09-10,Malawi,Ethiopia,3,2,African Cup of Nations qualification,Blantyre,Malawi,False,True
2014-09-10,Mozambique,Niger,1,1,African Cup of Nations qualification,Maputo,Mozambique,False,False
2014-09-10,South Africa,Nigeria,0,0,African Cup of Nations qualification,Cape Town,South Africa,False,False
2014-09-10,Togo,Ghana,2,3,African Cup of Nations qualification,Lomé,Togo,False,False
2014-09-10,Uganda,Guinea,2,0,African Cup of Nations qualification,Kampala,Uganda,False,True
2014-09-14,Indonesia,Malaysia,2,0,Friendly,Sidoarjo,Indonesia,False,True
2014-09-20,Malaysia,Cambodia,4,1,Friendly,Shah Alam,Malaysia,False,True
2014-09-25,Indonesia,Cambodia,1,0,Friendly,Malang,Indonesia,False,True
2014-09-30,Botswana,Zimbabwe,1,0,Friendly,Gaborone,Botswana,False,True
2014-10-06,India,Palestine,2,3,Friendly,Siliguri,India,False,False
2014-10-06,Qatar,Uzbekistan,3,0,Friendly,Doha,Qatar,False,True
2014-10-08,Haiti,French Guiana,2,2,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,False
2014-10-08,Trinidad and Tobago,Dominican Republic,6,1,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,False,True
2014-10-09,Belarus,Ukraine,0,2,UEFA Euro qualification,Barysaw,Belarus,False,False
2014-10-09,England,San Marino,5,0,UEFA Euro qualification,London,England,False,True
2014-10-09,Liechtenstein,Montenegro,0,0,UEFA Euro qualification,Vaduz,Liechtenstein,False,False
2014-10-09,Lithuania,Estonia,1,0,UEFA Euro qualification,Vilnius,Lithuania,False,True
2014-10-09,North Macedonia,Luxembourg,3,2,UEFA Euro qualification,Skopje,North Macedonia,False,True
2014-10-09,Moldova,Austria,1,2,UEFA Euro qualification,Chișinău,Moldova,False,False
2014-10-09,Morocco,Central African Republic,4,0,Friendly,Marrakech,Morocco,False,True
2014-10-09,Qatar,Lebanon,5,0,Friendly,Doha,Qatar,False,True
2014-10-09,Slovakia,Spain,2,1,UEFA Euro qualification,Žilina,Slovakia,False,True
2014-10-09,Slovenia,Switzerland,1,0,UEFA Euro qualification,Maribor,Slovenia,False,True
2014-10-09,Sweden,Russia,1,1,UEFA Euro qualification,Solna,Sweden,False,False
2014-10-10,Belgium,Andorra,6,0,UEFA Euro qualification,Brussels,Belgium,False,True
2014-10-10,Botswana,Egypt,0,2,African Cup of Nations qualification,Gaborone,Botswana,False,False
2014-10-10,Bulgaria,Croatia,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,False
2014-10-10,China PR,Thailand,3,0,Friendly,Wuhan,China PR,False,True
2014-10-10,Cyprus,Israel,1,2,UEFA Euro qualification,Nicosia,Cyprus,False,False
2014-10-10,Hong Kong,Singapore,2,1,Friendly,Kowloon,Hong Kong,False,True
2014-10-10,Italy,Azerbaijan,2,1,UEFA Euro qualification,Palermo,Italy,False,True
2014-10-10,Japan,Jamaica,1,0,Friendly,Niigata,Japan,False,True
2014-10-10,Jordan,Kuwait,0,1,Friendly,Amman,Jordan,False,False
2014-10-10,South Korea,Paraguay,2,0,Friendly,Cheonan,South Korea,False,True
2014-10-10,Latvia,Iceland,0,3,UEFA Euro qualification,Riga,Latvia,False,False
2014-10-10,Lesotho,Angola,0,0,African Cup of Nations qualification,Maseru,Lesotho,False,False
2014-10-10,Malta,Norway,0,3,UEFA Euro qualification,Attard,Malta,False,False
2014-10-10,Netherlands,Kazakhstan,3,1,UEFA Euro qualification,Amsterdam,Netherlands,False,True
2014-10-10,Oman,Costa Rica,3,4,Friendly,Muscat,Oman,False,False
2014-10-10,Saudi Arabia,Uruguay,1,1,Friendly,Jeddah,Saudi Arabia,False,False
2014-10-10,Senegal,Tunisia,0,0,African Cup of Nations qualification,Dakar,Senegal,False,False
2014-10-10,Trinidad and Tobago,Saint Lucia,2,0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,False,True
2014-10-10,Turkey,Czech Republic,1,2,UEFA Euro qualification,Istanbul,Turkey,False,False
2014-10-10,United Arab Emirates,Australia,0,0,Friendly,Abu Dhabi,United Arab Emirates,False,False
2014-10-10,Wales,Bosnia and Herzegovina,0,0,UEFA Euro qualification,Cardiff,Wales,False,False
2014-10-11,Albania,Denmark,1,1,UEFA Euro qualification,Elbasan,Albania,False,False
2014-10-11,Armenia,Serbia,1,1,UEFA Euro qualification,Yerevan,Armenia,False,False
2014-10-11,Cameroon,Sierra Leone,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,False
2014-10-11,Congo,South Africa,0,2,African Cup of Nations qualification,Pointe-Noire,Congo,False,False
2014-10-11,DR Congo,Ivory Coast,1,2,African Cup of Nations qualification,Kinshasa,DR Congo,False,False
2014-10-11,Ethiopia,Mali,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,False
2014-10-11,Finland,Greece,1,1,UEFA Euro qualification,Helsinki,Finland,False,False
2014-10-11,France,Portugal,2,1,Friendly,Saint-Denis,France,False,True
2014-10-11,Gabon,Burkina Faso,2,0,African Cup of Nations qualification,Libreville,Gabon,False,True
2014-10-11,Republic of Ireland,Gibraltar,7,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,True
2014-10-11,Malawi,Algeria,0,2,African Cup of Nations qualification,Blantyre,Malawi,False,False
2014-10-11,Mozambique,Cape Verde,2,0,African Cup of Nations qualification,Maputo,Mozambique,False,True
2014-10-11,Niger,Zambia,0,0,African Cup of Nations qualification,Niamey,Niger,False,False
2014-10-11,Northern Ireland,Faroe Islands,2,0,UEFA Euro qualification,Belfast,Northern Ireland,False,True
2014-10-11,Poland,Germany,2,0,UEFA Euro qualification,Warsaw,Poland,False,True
2014-10-11,Romania,Hungary,1,1,UEFA Euro qualification,Bucharest,Romania,False,False
2014-10-11,Scotland,Georgia,1,0,UEFA Euro qualification,Glasgow,Scotland,False,True
2014-10-11,Sudan,Nigeria,1,0,African Cup of Nations qualification,Khartoum,Sudan,False,True
2014-10-11,Uganda,Togo,0,1,African Cup of Nations qualification,Kampala,Uganda,False,False
2014-10-12,Austria,Montenegro,1,0,UEFA Euro qualification,Vienna,Austria,False,True
2014-10-12,Belarus,Slovakia,1,3,UEFA Euro qualification,Barysaw,Belarus,False,False
2014-10-12,Estonia,England,0,1,UEFA Euro qualification,Tallinn,Estonia,False,False
2014-10-12,Guadeloupe,Curaçao,0,1,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,False,False
2014-10-12,Haiti,Saint Kitts and Nevis,0,0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,False
2014-10-12,Laos,Cambodia,3,2,AFF Championship qualification,Vientiane,Laos,False,True
2014-10-12,Lithuania,Slovenia,0,2,UEFA Euro qualification,Vilnius,Lithuania,False,False
2014-10-12,Luxembourg,Spain,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,False
2014-10-12,Mexico,Panama,1,0,Friendly,Querétaro,Mexico,False,True
2014-10-12,Pakistan,Palestine,0,2,Friendly,Lahore,Pakistan,False,False
2014-10-12,Philippines,Papua New Guinea,5,0,Friendly,Manila,Philippines,False,True
2014-10-12,Russia,Moldova,1,1,UEFA Euro qualification,Moscow,Russia,False,False
2014-10-12,Sweden,Liechtenstein,2,0,UEFA Euro qualification,Solna,Sweden,False,True
2014-10-12,Tanzania,Benin,4,1,Friendly,Dar es Salaam,Tanzania,False,True
2014-10-12,Trinidad and Tobago,Antigua and Barbuda,1,0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,False,True
2014-10-12,Ukraine,North Macedonia,1,0,UEFA Euro qualification,Lviv,Ukraine,False,True
2014-10-13,Andorra,Israel,1,4,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,False
2014-10-13,Bosnia and Herzegovina,Belgium,1,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,False
2014-10-13,Croatia,Azerbaijan,6,0,UEFA Euro qualification,Osijek,Croatia,False,True
2014-10-13,Iceland,Netherlands,2,0,UEFA Euro qualification,Reykjavík,Iceland,False,True
2014-10-13,Jordan,Kuwait,1,1,Friendly,Amman,Jordan,False,False
2014-10-13,Kazakhstan,Czech Republic,2,4,UEFA Euro qualification,Astana,Kazakhstan,False,False
2014-10-13,Latvia,Turkey,1,1,UEFA Euro qualification,Riga,Latvia,False,False
2014-10-13,Malta,Italy,0,1,UEFA Euro qualification,Attard,Malta,False,False
2014-10-13,Morocco,Kenya,3,0,Friendly,Marrakech,Morocco,False,True
2014-10-13,Norway,Bulgaria,2,1,UEFA Euro qualification,Oslo,Norway,False,True
2014-10-13,Oman,Uruguay,0,3,Friendly,Muscat,Oman,False,False
2014-10-13,Wales,Cyprus,2,1,UEFA Euro qualification,Cardiff,Wales,False,True
2014-10-14,Armenia,France,0,3,Friendly,Yerevan,Armenia,False,False
2014-10-14,Bahrain,Iraq,0,0,Friendly,Riffa,Bahrain,False,False
2014-10-14,China PR,Paraguay,2,1,Friendly,Changsha,China PR,False,True
2014-10-14,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,False,False
2014-10-14,Faroe Islands,Hungary,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,False,False
2014-10-14,Finland,Romania,0,2,UEFA Euro qualification,Helsinki,Finland,False,False
2014-10-14,Germany,Republic of Ireland,1,1,UEFA Euro qualification,Gelsenkirchen,Germany,False,False
2014-10-14,Greece,Northern Ireland,0,2,UEFA Euro qualification,Piraeus,Greece,False,False
2014-10-14,Hong Kong,Argentina,0,7,Friendly,So Kon Po,Hong Kong,False,False
2014-10-14,South Korea,Costa Rica,1,3,Friendly,Seoul,South Korea,False,False
2014-10-14,Laos,Brunei,4,2,AFF Championship qualification,Vientiane,Laos,False,True
2014-10-14,Macau,Singapore,2,2,Friendly,Taipa,Macau,False,False
2014-10-14,Poland,Scotland,2,2,UEFA Euro qualification,Warsaw,Poland,False,False
2014-10-14,Qatar,Australia,1,0,Friendly,Doha,Qatar,False,True
2014-10-14,San Marino,Switzerland,0,4,UEFA Euro qualification,Serravalle,San Marino,False,False
2014-10-14,Saudi Arabia,Lebanon,1,1,Friendly,Jeddah,Saudi Arabia,False,False
2014-10-14,Serbia,Albania,0,3,UEFA Euro qualification,Belgrade,Serbia,False,False
2014-10-14,United Arab Emirates,Uzbekistan,0,4,Friendly,Dubai,United Arab Emirates,False,False
2014-10-14,United States,Honduras,1,1,Friendly,Boca Raton,United States,False,False
2014-10-15,Algeria,Malawi,3,0,African Cup of Nations qualification,Blida,Algeria,False,True
2014-10-15,Angola,Lesotho,4,0,African Cup of Nations qualification,Luanda,Angola,False,True
2014-10-15,Burkina Faso,Gabon,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,False
2014-10-15,Cameroon,Sierra Leone,2,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,True
2014-10-15,Cape Verde,Mozambique,1,0,African Cup of Nations qualification,Praia,Cape Verde,False,True
2014-10-15,Egypt,Botswana,2,0,African Cup of Nations qualification,Cairo,Egypt,False,True
2014-10-15,Ghana,Guinea,3,1,African Cup of Nations qualification,Accra,Ghana,False,True
2014-10-15,Ivory Coast,DR Congo,3,4,African Cup of Nations qualification,Abidjan,Ivory Coast,False,False
2014-10-15,Mali,Ethiopia,2,3,African Cup of Nations qualification,Bamako,Mali,False,False
2014-10-15,Nigeria,Sudan,3,1,African Cup of Nations qualification,Abuja,Nigeria,False,True
2014-10-15,South Africa,Congo,0,0,African Cup of Nations qualification,Polokwane,South Africa,False,False
2014-10-15,Togo,Uganda,1,0,African Cup of Nations qualification,Lomé,Togo,False,True
2014-10-15,Tunisia,Senegal,1,0,African Cup of Nations qualification,Monastir,Tunisia,False,True
2014-10-15,Zambia,Niger,3,0,African Cup of Nations qualification,Ndola,Zambia,False,True
2014-10-18,Laos,Timor-Leste,2,0,AFF Championship qualification,Vientiane,Laos,False,True
2014-10-20,Laos,Myanmar,1,2,AFF Championship qualification,Vientiane,Laos,False,False
2014-10-24,Bangladesh,Sri Lanka,1,1,Friendly,Jessore,Bangladesh,False,False
2014-10-25,Zambia,Ivory Coast,1,1,Friendly,Lusaka,Zambia,False,False
2014-10-27,Bangladesh,Sri Lanka,1,0,Friendly,Rajshahi,Bangladesh,False,True
2014-11-02,Bahrain,North Korea,2,2,Friendly,Riffa,Bahrain,False,False
2014-11-06,Qatar,North Korea,3,1,Friendly,Doha,Qatar,False,True
2014-11-06,Saudi Arabia,Palestine,2,0,Friendly,Dammam,Saudi Arabia,False,True
2014-11-07,Bahrain,Singapore,2,0,Friendly,Riffa,Bahrain,False,True
2014-11-07,Oman,Yemen,2,0,Friendly,Muscat,Oman,False,True
2014-11-09,Thailand,Philippines,3,0,Friendly,Nakhon Ratchasima,Thailand,False,True
2014-11-09,Uganda,Ethiopia,3,0,Friendly,Kampala,Uganda,False,True
2014-11-09,Vietnam,Palestine,1,3,Friendly,Hanoi,Vietnam,False,False
2014-11-12,Belgium,Iceland,3,1,Friendly,Brussels,Belgium,False,True
2014-11-12,Netherlands,Mexico,2,3,Friendly,Amsterdam,Netherlands,False,False
2014-11-12,Norway,Estonia,0,1,Friendly,Oslo,Norway,False,False
2014-11-12,Turkey,Brazil,0,4,Friendly,Istanbul,Turkey,False,False
2014-11-13,Morocco,Benin,6,1,Friendly,Agadir,Morocco,False,True
2014-11-13,Saudi Arabia,Qatar,1,1,Gulf Cup,Riyadh,Saudi Arabia,False,False
2014-11-13,Singapore,Laos,2,0,Friendly,Yishun,Singapore,False,True
2014-11-13,Uruguay,Costa Rica,3,3,Friendly,Montevideo,Uruguay,False,False
2014-11-14,Botswana,Tunisia,0,0,African Cup of Nations qualification,Gaborone,Botswana,False,False
2014-11-14,China PR,New Zealand,1,1,Friendly,Nanchang,China PR,False,False
2014-11-14,France,Albania,1,1,Friendly,Rennes,France,False,False
2014-11-14,Georgia,Poland,0,4,UEFA Euro qualification,Tbilisi,Georgia,False,False
2014-11-14,Germany,Gibraltar,4,0,UEFA Euro qualification,Nuremberg,Germany,False,True
2014-11-14,Greece,Faroe Islands,0,1,UEFA Euro qualification,Piraeus,Greece,False,False
2014-11-14,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,False,True
2014-11-14,Ivory Coast,Sierra Leone,5,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False,True
2014-11-14,Japan,Honduras,6,0,Friendly,Toyota,Japan,False,True
2014-11-14,Jordan,South Korea,0,1,Friendly,Amman,Jordan,False,False
2014-11-14,Paraguay,Peru,2,1,Friendly,Luque,Paraguay,False,True
2014-11-14,Philippines,Cambodia,3,0,Friendly,Manila,Philippines,False,True
2014-11-14,Portugal,Armenia,1,0,UEFA Euro qualification,Faro,Portugal,False,True
2014-11-14,Romania,Northern Ireland,2,0,UEFA Euro qualification,Bucharest,Romania,False,True
2014-11-14,Scotland,Republic of Ireland,1,0,UEFA Euro qualification,Glasgow,Scotland,False,True
2014-11-14,Serbia,Denmark,1,3,UEFA Euro qualification,Belgrade,Serbia,False,False
2014-11-15,Algeria,Ethiopia,3,1,African Cup of Nations qualification,Blida,Algeria,False,True
2014-11-15,Angola,Gabon,0,0,African Cup of Nations qualification,Luanda,Angola,False,False
2014-11-15,Austria,Russia,1,0,UEFA Euro qualification,Vienna,Austria,False,True
2014-11-15,Cameroon,DR Congo,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,True
2014-11-15,Cape Verde,Niger,3,1,African Cup of Nations qualification,Praia,Cape Verde,False,True
2014-11-15,Congo,Nigeria,0,2,African Cup of Nations qualification,Pointe-Noire,Congo,False,False
2014-11-15,Egypt,Senegal,0,1,African Cup of Nations qualification,Cairo,Egypt,False,False
2014-11-15,England,Slovenia,3,1,UEFA Euro qualification,London,England,False,True
2014-11-15,Indonesia,Syria,0,2,Friendly,Jakarta,Indonesia,False,False
2014-11-15,Lesotho,Burkina Faso,0,1,African Cup of Nations qualification,Maseru,Lesotho,False,False
2014-11-15,Luxembourg,Ukraine,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,False,False
2014-11-15,North Macedonia,Slovakia,0,2,UEFA Euro qualification,Skopje,North Macedonia,False,False
2014-11-15,Malawi,Mali,2,0,African Cup of Nations qualification,Blantyre,Malawi,False,True
2014-11-15,Moldova,Liechtenstein,0,1,UEFA Euro qualification,Chișinău,Moldova,False,False
2014-11-15,Montenegro,Sweden,1,1,UEFA Euro qualification,Podgorica,Montenegro,False,False
2014-11-15,Mozambique,Zambia,0,1,African Cup of Nations qualification,Maputo,Mozambique,False,False
2014-11-15,San Marino,Estonia,0,0,UEFA Euro qualification,Serravalle,San Marino,False,False
2014-11-15,South Africa,Sudan,2,1,African Cup of Nations qualification,Nelspruit,South Africa,False,True
2014-11-15,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain,False,True
2014-11-15,Switzerland,Lithuania,4,0,UEFA Euro qualification,St. Gallen,Switzerland,False,True
2014-11-15,Togo,Guinea,1,4,African Cup of Nations qualification,Lomé,Togo,False,False
2014-11-15,Uganda,Ghana,1,0,African Cup of Nations qualification,Kampala,Uganda,False,True
2014-11-16,Azerbaijan,Norway,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,False
2014-11-16,Belgium,Wales,0,0,UEFA Euro qualification,Brussels,Belgium,False,False
2014-11-16,Bulgaria,Malta,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,False
2014-11-16,Cyprus,Andorra,5,0,UEFA Euro qualification,Nicosia,Cyprus,False,True
2014-11-16,Czech Republic,Iceland,2,1,UEFA Euro qualification,Plzeň,Czech Republic,False,True
2014-11-16,Israel,Bosnia and Herzegovina,3,0,UEFA Euro qualification,Haifa,Israel,False,True
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,False,False
2014-11-16,Morocco,Zimbabwe,2,1,Friendly,Agadir,Morocco,False,True
2014-11-16,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,False,True
2014-11-16,Saudi Arabia,Bahrain,3,0,Gulf Cup,Riyadh,Saudi Arabia,False,True
2014-11-16,Turkey,Kazakhstan,3,1,UEFA Euro qualification,Istanbul,Turkey,False,True
2014-11-16,Vietnam,Malaysia,3,1,Friendly,Hanoi,Vietnam,False,True
2014-11-17,Singapore,Cambodia,4,2,Friendly,Yishun,Singapore,False,True
2014-11-18,Austria,Brazil,1,2,Friendly,Vienna,Austria,False,False
2014-11-18,Belarus,Mexico,3,2,Friendly,Barysaw,Belarus,False,True
2014-11-18,Bolivia,Venezuela,3,2,Friendly,La Paz,Bolivia,False,True
2014-11-18,Chile,Uruguay,1,2,Friendly,Santiago,Chile,False,False
2014-11-18,China PR,Honduras,0,0,Friendly,Xi'an,China PR,False,False
2014-11-18,Estonia,Jordan,1,0,Friendly,Tallinn,Estonia,False,True
2014-11-18,France,Sweden,1,0,Friendly,Marseille,France,False,True
2014-11-18,Greece,Serbia,0,2,Friendly,Perivólia,Greece,False,False
2014-11-18,Hungary,Russia,1,2,Friendly,Budapest,Hungary,False,False
2014-11-18,Iran,South Korea,1,0,Friendly,Tehran,Iran,False,True
2014-11-18,Republic of Ireland,United States,4,1,Friendly,Dublin,Republic of Ireland,False,True
2014-11-18,Italy,Albania,1,0,Friendly,Genoa,Italy,False,True
2014-11-18,Jamaica,Trinidad and Tobago,0,0,CFU Caribbean Cup,Montego Bay,Jamaica,False,False
2014-11-18,Japan,Australia,2,1,Friendly,Osaka,Japan,False,True
2014-11-18,Nicaragua,El Salvador,0,2,Friendly,Managua,Nicaragua,False,False
2014-11-18,Panama,Canada,0,0,Friendly,Panama City,Panama,False,False
2014-11-18,Peru,Paraguay,2,1,Friendly,Lima,Peru,False,True
2014-11-18,Romania,Denmark,2,0,Friendly,Bucharest,Romania,False,True
2014-11-18,Scotland,England,1,3,Friendly,Glasgow,Scotland,False,False
2014-11-18,Slovakia,Finland,2,1,Friendly,Žilina,Slovakia,False,True
2014-11-18,Slovenia,Colombia,0,1,Friendly,Ljubljana,Slovenia,False,False
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain,False,False
2014-11-18,Thailand,New Zealand,2,0,Friendly,Nakhon Ratchasima,Thailand,False,True
2014-11-18,Ukraine,Lithuania,0,0,Friendly,Kyiv,Ukraine,False,False
2014-11-19,Burkina Faso,Angola,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,False
2014-11-19,DR Congo,Sierra Leone,3,1,African Cup of Nations qualification,Kinshasa,DR Congo,False,True
2014-11-19,Ethiopia,Malawi,0,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,False
2014-11-19,Gabon,Lesotho,4,2,African Cup of Nations qualification,Libreville,Gabon,False,True
2014-11-19,Ghana,Togo,3,1,African Cup of Nations qualification,Tamale,Ghana,False,True
2014-11-19,Ivory Coast,Cameroon,0,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,False
2014-11-19,Mali,Algeria,2,0,African Cup of Nations qualification,Bamako,Mali,False,True
2014-11-19,Niger,Mozambique,1,1,African Cup of Nations qualification,Niamey,Niger,False,False
